stage,Epithelial,Germ,Muscle,Neuron,Stromal
72hpf,1.07,0,0,2.14,1.07
21Day,1.34,0,0,0,1.34
3Month,7.36,0.32,0.32,0,0
22Month,1.64,0,0,0,0
