stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0,0
72hpf,0,2.14,0,0,0,31.02,0,0,0
21Day,0,2.68,1.34,0,2.68,13.39,0,0,1.34
3Month,0.32,5.76,0,5.76,2.56,0,0,0.64,0.32
22Month,0,28.97,0,0.55,3.28,0,0.55,0,0
