stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,4.09,0,0,0
72hpf,2.14,0,0,1.07,12.84,3.21
21Day,0,0,1.34,0,6.69,1.34
3Month,2.24,0.32,0.32,0.32,0,0.32
22Month,9.29,0,3.28,0,0,0.55
