stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0,4.09
72hpf,4.28,0,0,1.07,29.95,0,0,0
21Day,2.68,1.34,1.34,0,24.09,0,1.34,6.69
3Month,2.24,0.64,0.32,0,0,0,0.64,0
22Month,1.64,0,0,0,0,0.55,0.55,0
