stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,8.17,0,32.69,12.26,0,4.09
72hpf,2.14,9.63,1.07,0,2.14,1.07,41.72,0,1.07,6.42
21Day,0,24.09,2.68,1.34,4.02,2.68,18.74,0,1.34,6.69
3Month,1.28,43.19,0.96,11.2,15.68,5.76,1.28,0,1.6,5.44
22Month,0,39.91,0.55,5.47,18.04,1.09,3.28,2.19,1.64,1.09
