stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,0,0
72hpf,0,4.28,0,0,3.21,2.14,1.07,0,9.63
21Day,1.34,9.37,1.34,0,2.68,4.02,0,0,17.4
3Month,0,5.44,0,0.32,0,0,0,0.32,4.8
22Month,0,14.21,0,0.55,0.55,2.73,1.09,1.09,14.21
