stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,4.09,0,0,4.09,0
72hpf,4.28,0,0,0,0,1.07,0,0
21Day,8.03,0,0,0,0,0,0,0
3Month,22.4,0.32,4.16,9.6,0.64,0.32,0,0.96
22Month,9.84,0,1.09,7.11,0,1.09,0.55,1.09
