stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,4.09,12.26,0,0,0,89.9,20.43
72hpf,0,6.42,0,1.07,1.07,24.61,6.42
21Day,0,9.37,0,0,1.34,5.35,14.72
3Month,0,2.24,1.92,0.32,0.32,0,0
