stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,8.17,0,0
72hpf,8.56,0,1.07,0,0,23.54,0,0
21Day,6.69,5.35,0,0,0,16.06,0,1.34
3Month,5.44,0,64.95,0.64,0.64,0.64,1.28,0.64
