stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,1.07,1.07,3.21,0,0,131.58,0,0,3.21
21Day,0,16.06,4.02,0,1.34,361.4,0,2.68,2.68
3Month,0,1.6,0,0.64,0,0.64,0,0,0
22Month,0,10.93,0,0,3.28,177.66,0.55,0.55,0.55
