stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,16.35,0
72hpf,0,0,0,0,2.14,0
21Day,0,0,2.68,0,1.34,1.34
3Month,0.96,0,0,0.32,0,0.64
22Month,2.19,0.55,1.64,0,0,0
