stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
21Day,0,1.34,0,0,0,0,0,0,0
3Month,0.32,5.76,0.32,46.07,2.88,0.64,0.32,0.32,1.28
22Month,0.55,3.83,0,6.56,2.19,0,0.55,0.55,0
