stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,0,0,4.09
72hpf,1.07,0,0,0,2.14,0,1.07,0
21Day,5.35,0,1.34,1.34,1.34,0,0,1.34
3Month,11.2,2.56,1.6,0.32,0.32,0,0,0
22Month,3.83,0,0,0,0,0.55,0,0
