stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12.26,4.09,0,4.09,24.52,20.43,0,0,4.09
72hpf,7.49,0,0,0,0,8.56,0,1.07,2.14
21Day,5.35,1.34,0,1.34,1.34,5.35,0,0,1.34
3Month,54.39,0.32,31.36,4.8,0.96,3.52,0,1.92,2.24
22Month,21.87,0,2.73,7.11,0.55,0.55,0.55,1.09,1.09
