stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0
72hpf,1.07,0,0,0,0,0,0
21Day,2.68,0,0,1.34,1.34,0,1.34
3Month,0.64,0.32,0.64,1.28,0,0.32,0.32
22Month,2.19,0,1.09,0,0,0.55,0
