stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,8.17,0,0,0,0,12.26,0,0,4.09
72hpf,1.07,0,0,0,0,1.07,0,0,1.07
21Day,6.69,0,0,1.34,5.35,2.68,0,0,0
3Month,5.12,0,16.32,0.32,0.32,0.32,0,0.64,0.64
22Month,13.12,0.55,1.64,10.39,0.55,1.09,6.56,1.64,2.19
