stage,Endothelial,Epithelial,Erythroid,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,0,8.17,0,0
72hpf,0,4.28,1.07,0,1.07,7.49,6.42,7.49
21Day,0,5.35,1.34,5.35,0,8.03,1.34,20.08
3Month,0,8.64,0,2.24,0,0.32,0.64,9.28
22Month,0.55,23.51,0,3.28,1.09,1.09,0.55,1.09
