stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,12.26,0,4.09
72hpf,1.07,0,0,0,1.07,9.63,0,1.07
21Day,0,2.68,0,2.68,2.68,4.02,0,1.34
3Month,0,1.28,0.96,0.96,0,0.96,0,0
22Month,0.55,3.83,0,2.19,0,0,0.55,0
