stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,0,4.09,0
72hpf,0,1.07,0,0,0,25.67,2.14
21Day,0,1.34,0,0,1.34,45.51,0
3Month,0.32,2.24,0.32,0,0,0.32,0
22Month,0,6.56,0,1.09,0,2.19,0
