stage,Epithelial,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,4.09,0,20.43,0,0
72hpf,3.21,1.07,0,5.35,0,0
21Day,1.34,0,0,0,0,1.34
22Month,3.28,0,0.55,0,1.09,0
