stage,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Stromal
24hpf,4.09,0,0,0,8.17,0,0
72hpf,0,2.14,0,0,3.21,0,2.14
21Day,1.34,0,0,0,0,0,0
3Month,1.28,0,5.12,0.96,0.32,0.32,3.84
22Month,0,0,1.09,0,0.55,0,9.29
