stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
21Day,0,1.34,0,0,2.68,0,1.34,0,0
3Month,0.32,19.2,0.32,3.2,7.68,0.96,0,0,0
22Month,0,23.51,0,1.09,7.11,1.09,0,1.64,1.64
