stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,4.09,0,0,4.09,28.6,0,0,20.43
72hpf,2.14,14.98,0,0,2.14,11.77,0,0,10.7
21Day,0,18.74,0,0,8.03,4.02,0,1.34,13.39
3Month,0,6.72,0.32,0.96,0.64,0.32,0.32,0,1.6
22Month,0,8.2,0,1.09,0.55,0,1.64,0,1.09
