stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,20.43,0,0,0,24.52,0,24.52
72hpf,36.37,0,0,1.07,64.19,0,10.7
21Day,5.35,0,0,1.34,36.14,0,9.37
3Month,13.76,4.16,1.6,1.92,2.24,0,4.48
22Month,8.2,7.65,1.09,0,3.28,1.64,0.55
