stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,8.17,4.09
72hpf,1.07,0,1.07,0,3.21,1.07
21Day,0,1.34,0,0,2.68,0
3Month,4.48,17.6,1.28,0.32,0.96,0.96
22Month,1.09,0,0,0,0,0
