stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,4.09,77.64,0,0,8.17
72hpf,2.14,4.28,0,2.14,1.07,8.56,0,0,5.35
21Day,1.34,0,0,0,2.68,4.02,0,0,1.34
3Month,27.84,0.64,496.24,7.68,1.6,3.2,0,2.56,2.56
22Month,4.37,0.55,12.57,1.09,0,0,0.55,0,0
