stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,21.4,3.21
21Day,0,0,0,6.69,0
3Month,0.96,0.32,0.32,0.96,0
22Month,0.55,0,0,0,0
