stage,Epithelial,Erythroid,Immune,Muscle,Neuron
24hpf,0,0,0,4.09,0
72hpf,2.14,0,0,0,0
21Day,1.34,1.34,9.37,0,1.34
3Month,0.96,0,4.48,0,0
