stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
21Day,1.34,2.68,1.34,1.34,0,2.68,1.34
3Month,0.96,0,0,0.96,0,0,0
22Month,19.68,0.55,3.28,0,1.64,0.55,1.09
