stage,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
72hpf,1.07,0,0,0,0,0,0
21Day,1.34,0,0,1.34,0,0,0
3Month,0,1.28,0.96,0,0,0,0
22Month,7.11,6.56,0,0,1.09,1.09,6.01
