stage,Epithelial,Germ,Immune,Neuron,Stromal
72hpf,0,0,0,2.14,0
21Day,0,0,0,1.34,0
3Month,0.96,0,0.32,5.44,0
22Month,0.55,2.73,0.55,0,0.55
