stage,Epithelial,Erythroid,Germ,Neuron,Stromal
24hpf,0,0,0,16.35,0
72hpf,1.07,1.07,0,17.12,0
21Day,1.34,0,0,14.72,1.34
3Month,0.32,0,0.64,0.32,0.32
22Month,2.19,0,0,0,0
