stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,4.09,0,0,0,4.09,0,0
72hpf,0,213.96,1.07,0,0,2.14,12.84,3.21
21Day,0,80.31,0,0,1.34,1.34,4.02,2.68
3Month,0,19.2,0,0.64,0,0,0,0.32
22Month,1.09,118.62,0,0,2.19,0,1.64,0
