stage,Endothelial,Epithelial,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,16.35,0,4.09,4.09
72hpf,0,0,0,0,13.91,0,13.91,0
21Day,0,0,0,0,4.02,0,2.68,5.35
3Month,0,2.24,0.64,1.28,0,0,0,0.32
22Month,0.55,13.12,1.64,1.64,0,1.09,0.55,0.55
