stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
72hpf,4.28,0,1.07,1.07,278.15,0,0,5.35
21Day,4.02,1.34,0,0,82.99,0,1.34,5.35
3Month,1.6,0,0,0,1.28,0,0,0.32
22Month,5.47,0,2.19,1.64,39.91,0.55,0,0
