stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,8.17,0,0,0,4.09,228.84,0,4.09,28.6
72hpf,3.21,16.05,2.14,0,0,6.42,178.66,2.14,0,28.88
21Day,1.34,34.8,6.69,0,6.69,9.37,87,0,4.02,28.11
3Month,0.32,19.2,0.32,9.28,2.88,1.6,1.28,0,0.64,3.52
22Month,1.64,45.92,0,1.64,7.11,1.09,1.64,3.28,0,6.01
