stage,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory,Stromal
24hpf,12.26,0,0,0,4.09,0,4.09
72hpf,4.28,1.07,0,0,1.07,0,0
21Day,8.03,0,0,0,5.35,0,0
3Month,6.08,0,1.6,1.28,0.64,0.32,0.64
22Month,1.64,0,0,1.64,0,0,0
