stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,24.52,4.09
72hpf,1.07,1.07,0,3.21,8.56,10.7
21Day,2.68,0,1.34,4.02,1.34,9.37
22Month,3.83,0,1.09,0.55,0,0
