stage,Endothelial,Epithelial,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,0,12.26,0
72hpf,0,4.28,0,0,78.09,2.14
21Day,0,0,0,0,32.12,1.34
3Month,0.32,1.6,0.64,0.64,0.32,0.32
22Month,0,0.55,0,0.55,0,0
