stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,4.09,0,0,8.17,0,12.26,0,0
72hpf,2.14,2.14,0,0,0,8.56,1.07,1.07
21Day,2.68,0,0,0,2.68,4.02,0,1.34
3Month,2.24,0,0.32,0.64,0,0,0,0
22Month,1.64,0,0,0,0,0,0,0
