stage,Epithelial,Erythroid,Immune,Neuron,Secretory,Stromal
72hpf,0,0,0,0,0,1.07
21Day,1.34,1.34,1.34,0,1.34,0
3Month,0.32,0,0.32,2.24,0,0.32
