stage,Epithelial,Germ,Immune,Muscle,Neuron
24hpf,0,0,0,0,4.09
72hpf,0,1.07,1.07,0,3.21
21Day,0,0,0,1.34,0
3Month,0.96,0,0.32,0.96,0
22Month,2.19,2.73,1.09,0,0
