stage,Epithelial,Erythroid,Immune,Neuron,Other,Secretory,Stromal
72hpf,0,1.07,0,12.84,0,0,1.07
21Day,0,2.68,0,13.39,0,1.34,1.34
3Month,1.92,0,0.32,0,0,0,0
22Month,2.73,0,0,0,0.55,0,0
