stage,Epithelial,Germ,Immune,Muscle,Neuron,Stromal
24hpf,0,0,0,0,44.95,4.09
72hpf,4.28,0,1.07,1.07,7.49,2.14
21Day,2.68,0,1.34,5.35,4.02,1.34
3Month,5.76,0.96,0.64,0,0.32,0
