stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,8.17,0,0,0,4.09,89.9,0,20.43
72hpf,2.14,6.42,0,0,1.07,2.14,33.16,1.07,7.49
21Day,0,29.45,5.35,0,4.02,1.34,4.02,1.34,5.35
3Month,0,10.24,0.32,85.43,1.92,1.28,0.64,1.6,1.28
22Month,0,4.92,0,12.57,2.19,0,0.55,0,0
