stage,Epithelial,Germ,Immune,Neuron
24hpf,0,0,4.09,28.6
72hpf,1.07,0,0,2.14
21Day,6.69,2.68,1.34,29.45
3Month,5.76,1.28,0.96,0.32
22Month,1.09,1.64,0,0
