stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,318.74,0,8.17
72hpf,4.28,1.07,0,0,3.21,7.49,1.07,200.05
21Day,0,0,0,0,0,0,0,9.37
3Month,5.12,0,0.32,0.96,0.32,0.32,0.32,42.87
22Month,3.28,0,0,1.64,0,0.55,0,2.73
