stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Stromal
24hpf,0,0,0,0,0,0,0,0,4.09
72hpf,1.07,0,0,0,0,0,2.14,0,1.07
21Day,0,0,1.34,0,0,1.34,12.05,0,0
3Month,0.64,6.4,0,15.36,1.6,0.32,0.32,0,0.32
22Month,0,13.67,0,3.83,3.83,0,6.56,0.55,0.55
