stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,1.07,0,0,0,50.28,0,0
21Day,1.34,0,0,0,16.06,0,0
3Month,4.16,12.16,0.96,0.32,0.32,0.64,0
22Month,10.93,0,0,0,0,0,1.09
