stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,32.69,4.09,0,8.17
72hpf,6.42,0,0,1.07,44.93,0,0,7.49
21Day,5.35,1.34,0,1.34,4.02,0,1.34,5.35
3Month,2.56,49.91,0.32,0,0.32,0,0.32,1.6
22Month,0.55,2.73,0,0,0,0,0,0.55
