stage,Epithelial,Immune,Neuron,Secretory
24hpf,0,0,4.09,0
72hpf,0,0,1.07,0
21Day,0,0,1.34,0
3Month,0.64,0,0,0.32
22Month,3.83,1.09,0,0.55
