stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,1.07,68.47,5.35,0,0,16.05
21Day,0,20.08,1.34,5.35,728.16,8.03,0,17.4,44.17
3Month,0,10.56,6.4,2.88,6.4,0,0,0.64,35.51
22Month,1.64,21.32,1.64,1.09,3.83,0.55,1.09,0,2.19
