stage,Epithelial,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,12.26,0,0,8.17,4.09,0,0
72hpf,1.07,0,2.14,82.37,0,0,2.14
21Day,4.02,0,2.68,28.11,0,1.34,5.35
3Month,0.96,0.32,0,0,0,0.32,0.96
22Month,16.95,0,0,0,0,0,0
