stage,Epithelial,Erythroid,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,28.6,0,12.26,4.09,8.17,4.09,0,4.09
72hpf,16.05,0,1.07,0,7.49,1.07,0,2.14
21Day,9.37,2.68,6.69,2.68,2.68,0,1.34,4.02
3Month,0.96,0,4.16,0,0,0,0.32,0.32
22Month,1.64,0,9.29,0,0,0,0,0
