stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Stromal
24hpf,8.17,20.43,0,0,8.17,8.17,249.27,40.86
72hpf,0,4.28,0,0,0,3.21,25.67,7.49
21Day,0,9.37,10.71,0,2.68,5.35,17.4,20.08
3Month,0,1.28,0,0.32,0,0,0,0
22Month,0,6.56,0,0,0.55,0,1.09,0.55
