stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
24hpf,0,0,0,0,8.17,0,0
72hpf,2.14,0,0,1.07,26.74,0,2.14
21Day,4.02,0,0,4.02,6.69,1.34,5.35
3Month,22.72,2.56,1.92,1.28,0.32,0.64,1.92
22Month,14.21,2.73,0,0,0.55,0,0.55
