stage,Endothelial,Epithelial,Immune,Neuron,Stromal
24hpf,4.09,4.09,0,0,0
72hpf,0,1.07,0,1.07,0
21Day,0,1.34,1.34,0,0
3Month,0,0.64,0.64,0.32,0.64
22Month,0,3.28,0.55,0,0
