stage,Epithelial,Erythroid,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,4.09,0,0,0,0,0,0,0,0
72hpf,52.42,1.07,0,0,0,1.07,0,0,2.14
21Day,32.12,0,1.34,0,0,0,0,0,0
3Month,60.47,0,13.44,1.28,0.32,0.64,0,0,0.96
22Month,22.96,0,2.73,3.28,0,0.55,0.55,0.55,1.09
