stage,Endothelial,Epithelial,Germ,Immune,Muscle,Neuron,Secretory
24hpf,0,0,0,0,0,4.09,0
72hpf,0,2.14,0,0,0,23.54,1.07
21Day,0,1.34,0,1.34,0,12.05,1.34
3Month,0,2.24,0.64,0.64,0.32,1.6,0
22Month,0.55,2.19,0,2.73,0,0,0
