stage,Epithelial,Germ,Immune,Muscle,Neuron,Other,Secretory,Stromal
24hpf,28.6,0,0,0,8.17,0,0,4.09
72hpf,4.28,0,0,1.07,10.7,0,0,1.07
21Day,20.08,0,0,4.02,5.35,0,0,5.35
3Month,23.04,48.63,4.8,0.32,1.6,0,0.64,2.24
22Month,10.39,6.56,0.55,0,0,0.55,0.55,1.09
