stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Other,Secretory,Stromal
24hpf,0,0,0,0,0,4.09,0,0,0
72hpf,0,0,0,0,0,23.54,0,0,2.14
21Day,0,2.68,0,0,0,32.12,0,0,0
3Month,0.32,8.32,0.32,67.83,2.56,4.48,0.32,0.64,0.96
22Month,0.55,32.25,1.09,18.59,4.92,7.65,1.09,0.55,3.83
