stage,Epithelial,Germ,Immune,Muscle,Neuron,Secretory,Stromal
72hpf,0,0,0,0,1.07,0,0
21Day,0,2.68,0,0,0,0,0
3Month,4.16,37.43,1.28,0.64,0,1.92,0.64
