stage,Epithelial,Erythroid,Germ,Immune,Neuron,Stromal
24hpf,0,0,0,81.73,53.12,0
72hpf,10.7,0,0,1.07,16.05,4.28
21Day,8.03,1.34,0,13.39,4.02,1.34
3Month,1.6,0.32,0.64,4.16,0,0
22Month,10.39,0,0,13.67,0,0
