stage,Endothelial,Epithelial,Erythroid,Germ,Immune,Neuron,Secretory
24hpf,0,12.26,0,0,0,24.52,0
72hpf,0,8.56,0,1.07,0,8.56,0
21Day,0,8.03,0,0,1.34,2.68,0
3Month,0.32,16.64,0.32,39.67,3.2,2.88,1.28
22Month,0,12.03,0,4.92,2.19,0.55,0
